id,number,date_booking,date_start,date_end,name
1926,27694,2021-10-07,2015-07-17,2003-03-12,Корнилий Викентьев
1927,91860,1997-10-04,2011-01-13,1976-09-25,Ждан Субботин
1928,21214,1980-07-10,2013-04-13,2021-09-06,Саяна Сальникова
1929,35429,1983-12-22,1993-02-23,1982-03-17,Салима Чернова
1930,31487,2008-07-29,2005-06-07,2008-09-22,Жансая Таралова
1931,35994,2019-10-21,2002-05-16,1975-10-16,Лаврентий Казаков
1932,51435,2020-04-04,1986-08-19,2017-03-08,Галия Молчанов
1933,52381,1996-08-11,2018-05-19,1976-10-22,Дорофей Иринеев
1934,14130,2021-04-25,2020-09-17,1976-05-19,Сабрина Овросимова
1935,85537,1985-02-27,2006-11-16,1998-08-22,Потап Пигасова
1936,8345,2003-03-10,1988-09-20,2016-06-30,Алексей Афанасова
1937,70127,1970-07-13,1996-01-25,2013-04-29,Тарас Скуратов
1938,83245,1990-01-01,2000-02-02,2014-10-28,Платон Егоров
1939,45107,1982-05-02,1976-12-09,2005-11-20,Цагана Шолохов
1940,33175,2016-11-21,1986-02-21,1988-10-04,Даниэла Моторина
1941,1068,2000-04-15,1973-04-25,1976-03-09,Пантелеймон Ковальджи
1942,65965,2014-01-20,2004-06-27,1984-07-31,Лукерья Валетов
1943,31836,2003-04-03,1975-10-27,2022-09-14,Милана Козьмина
1944,51770,1987-06-28,1975-08-16,2021-09-06,Магистриан Лялина
1945,62026,2001-08-07,2013-07-21,1979-03-04,Севастьян Вотрина
1946,30939,2008-08-04,1989-04-06,2006-12-07,Василий Соснора
1947,11317,1994-07-17,2023-05-05,2008-02-25,Хлоя Алипьева
1948,15480,2015-09-27,2010-08-15,2020-11-11,Аникита Прокофьева
1949,87813,2021-05-28,2005-01-18,1998-02-16,Стефания Афанасьева
1950,51346,1990-02-19,2011-10-28,2021-10-27,Якун Ершов
1951,63640,1999-03-15,1972-12-05,1989-11-25,Якун Устинова
1952,97483,1990-07-25,2017-04-03,1983-12-16,Ждан Пантелеев
1953,94801,2007-11-03,2017-04-29,1993-09-07,Жозефина Плющева
1954,47030,2021-11-10,2002-05-12,1992-01-21,Якун Дубинин
1955,95569,1990-08-01,2014-10-17,1986-08-21,Илона Гогуа
1956,64,2012-07-01,2019-06-17,2011-10-15,Жансая Макаров
1957,37056,2005-06-09,2004-11-21,2022-08-20,Альфия Морозова
1958,51591,1978-02-01,1978-01-22,1995-10-24,Авдей Меркульева
1959,73266,1984-10-11,2009-02-26,1977-05-29,Авксентий Шубин
1960,40539,1993-05-28,1976-06-10,2012-08-17,Федот Шаргунова
1961,72647,1996-10-12,2019-08-18,2008-07-04,Мадлен Горланова
1962,18061,2003-09-22,2000-09-15,2002-10-07,Филимон Давыдов
1963,3327,2019-08-24,2022-02-27,1979-10-04,Земфира Жулин
1964,39867,2013-03-18,1972-07-17,2001-10-27,Дженнифер Карабанов
1965,96876,2018-02-01,2001-08-06,1978-11-27,Семён Хераскова
1966,20016,1989-04-21,1982-01-15,2014-03-08,Стефания Киприанова
1967,5012,1983-12-23,2009-05-14,1999-01-08,Родослав Дедова
1968,66852,1977-02-08,1974-08-02,1982-06-18,Пафнутий Феофанов
1969,1936,2002-07-17,1979-07-22,1974-03-26,Виссарион Задорова
1970,96259,2007-12-25,2013-02-05,2002-07-04,Виктория Нехлюдова
1971,55919,2018-03-15,1994-02-28,1972-01-31,Ксения Патрикеев
1972,17195,2007-12-23,2004-01-05,1971-04-14,Сафия Феофанова
1973,47249,2020-12-04,2012-04-20,1979-07-12,Ляля Павлинов
1974,58368,1990-10-21,2017-05-01,2016-11-09,Зарема Осоргина
1975,55668,2010-12-04,2003-05-21,2009-03-02,Игнатий Белооченко
1976,71355,1975-08-22,2002-04-16,1990-09-06,Макар Самсонова
1977,86936,1999-01-16,1999-09-08,2009-04-01,Янина Янин
1978,15384,2017-07-05,2012-06-29,1970-12-08,Наима Киркиж
1979,40089,1978-06-26,2007-12-14,1981-09-26,Тамила Гребенщиков
1980,84291,2014-02-01,1991-06-19,1996-06-18,Всеволод Сапрыкин
1981,98935,1979-10-18,1986-08-08,1994-05-09,Леонид Звоницкий
1982,82545,2017-05-24,2001-08-28,2016-05-21,Нелли Лощиц
1983,65610,1988-02-05,2012-11-23,1995-04-06,Эрмина Микитова
1984,60737,1980-08-18,1986-05-17,2012-10-19,Тихон Кравченко
1985,7961,1981-06-21,2000-06-21,1971-02-27,Евсей Анкудинов
1986,9967,2005-03-29,2016-03-07,2014-08-07,Федора Охотина
1987,74013,1988-05-14,2008-03-23,1992-02-13,Богдана Фомин
1988,53375,2001-11-02,1981-04-23,2000-12-13,Шелли Титов
1989,59124,1995-02-04,2012-01-24,1990-10-23,Святополк Азарьин
1990,78542,1989-12-04,1993-11-25,1993-01-23,Василий Гомзиков
1991,89191,2012-10-18,2002-02-03,1978-01-17,Лука Живаго
1992,6794,1986-05-18,2017-02-26,2005-07-07,Фирс Дорошенко
1993,19942,2022-07-17,1982-06-15,2021-09-25,Александр Ершов
1994,36910,2018-09-06,2013-03-20,1993-12-10,Таисия Карамзин
1995,21161,1978-03-07,2004-09-05,1977-03-26,Куприян Корявина
1996,27812,2002-01-14,2001-01-31,2012-04-25,Онуфрий Нахапетова
1997,857,2004-04-14,1980-01-07,1997-09-02,Лета Добролюбова
1998,5181,2018-11-10,1991-02-20,2021-12-02,Эльвина Аксентьев
1999,59450,1980-09-26,2001-06-27,2003-04-27,Эдуард Пересторин
2000,19848,1997-03-28,1995-11-24,1971-08-28,Арина Манылин
